1920, 198.60, 41
1920, 200.38, 41
2032, 200.57, 41
2032, 200.96, 41
2032, 201.53, 41
2032, 200.12, 41
2032, 200.62, 41
2032, 200.61, 41
2032, 200.55, 41
2032, 200.55, 41
2032, 200.65, 41
2032, 200.68, 41
2032, 200.65, 41
2032, 200.56, 41
2032, 200.49, 41
2032, 200.83, 41
2032, 200.82, 41
2032, 200.87, 41
2032, 200.91, 41
2032, 200.61, 41
2032, 200.76, 41
2032, 200.66, 41
2032, 200.60, 41
2032, 200.59, 41
2032, 200.48, 41
2032, 200.64, 41
2032, 200.62, 41
2032, 200.54, 41
2032, 200.61, 41
2032, 200.54, 41
2032, 200.78, 41
2032, 200.78, 41
2032, 200.64, 41
2032, 200.56, 41
2025, 200.32, 41
2025, 200.25, 41
2025, 200.14, 41
420, 199.67, 41
382, 182.68, 41
352, 171.78, 41
292, 154.77, 40
270, 142.67, 40
240, 142.04, 40
225, 141.89, 40
187, 141.46, 40
172, 141.13, 40
157, 140.68, 40
142, 140.41, 40
120, 140.25, 40
120, 140.21, 40
120, 140.18, 40
120, 140.18, 40
120, 142.74, 40
120, 142.70, 40
120, 142.74, 40
120, 142.75, 40
120, 140.18, 40
120, 140.29, 40
120, 140.29, 40
120, 140.29, 40
120, 140.29, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.18, 40
120, 140.17, 40
120, 140.18, 40
120, 140.17, 40
